name,photo,qualification,work_experience,current_position,current_employer,field_of_expertise,skills,average_rating,id,description,previous_employer_1,previous_employer_2,address_1,address_2
Carrie Goodman,https://dummyimage.com/406x855,BSc in Data Science,21,Principal Data Scientist,Montgomery-Williams,Data Science,"Data Visualization, Big Data, Data Mining, Python, Statistics",3.7,2770,No description available,Morgan-Acosta,Tanner-Simmons,"USNV Cooper
FPO AE 18873","Unit 9618 Box 9542
DPO AP 86754"
Jessica Fernandez,https://placekitten.com/336/294,MSc in Computer Science,14,Full Stack Developer,"Kaiser, Reeves and Hampton",Full Stack Development,"Angular, CSS, React, REST APIs, Full Stack Development",4.0,2771,"Versatile developer with expertise in both frontend and backend development, capable of building complete web applications.",Russell PLC,Smith Inc,"858 Mitchell Vista Apt. 594
South Gary, NM 74209","Unit 1594 Box 1936
DPO AA 15722"
Christina Scott,https://placekitten.com/504/175,MSc in Information Technology,20,Senior DevOps Engineer,Kemp PLC,DevOps,"Shell Scripting, AWS, Azure, Kubernetes, Linux",4.2,2772,No description available,Ramirez PLC,"Ellison, Perez and Lopez","15855 Colin Forest
New Adamton, AL 05968","9415 Amy Inlet Suite 256
East Glenn, NC 81733"
Stanley Chang,https://placekitten.com/20/710,BSc in Computer Science,38,Principal Mobile App Developer,Pope Inc,Mobile App Development,"iOS Development, Android Development, React Native, Swift, Mobile UI Design",3.3,2773,No description available,"Cooke, Spencer and Sanchez","Zhang, Garza and Griffin","USS Johnson
FPO AE 51395","93258 Linda Corner
Port Mikemouth, LA 17982"
Anita Davidson,https://placekitten.com/575/654,MSc in Computer Science,1,Senior Mobile App Developer,"Hart, Walls and Mahoney",iOS Development,"Mobile UI Design, Cross-Platform Development, React Native, iOS Development, Swift",4.7,2774,No description available,Zuniga-Banks,Evans-Davis,"120 Andrea Mall Apt. 351
West Sarahmouth, SD 47297","PSC 7867, Box 5054
APO AA 80860"
Aaron Taylor,https://dummyimage.com/34x928,BSc in Computer Science,34,Principal Backend Developer,Ortiz-Johnson,Backend Development,"Microservices, Java, NoSQL Databases, Python, Backend Development",2.5,2775,No description available,Guerrero Group,Hensley-Miller,"071 Johnson Stravenue Apt. 224
East Kathleenchester, VA 15035","943 Jennifer Turnpike Apt. 473
West Chelseymouth, AR 30222"
Paula Garcia,https://placekitten.com/918/554,BSc in Computer Science,7,Senior Blockchain Engineer,Huber LLC,Cryptography,"Distributed Systems, Blockchain Development, Bitcoin, Consensus Algorithms, Solidity",4.9,2776,No description available,Crawford-Fields,Collier-Grant,"09017 Thomas Expressway Suite 552
New Lesliefort, NY 27978","7643 Rodriguez Ranch Apt. 627
South Karen, OR 82262"
Jeffrey Bowen,https://dummyimage.com/412x215,MSc in Computer Science,14,Backend Developer,Gordon-Williams,Microservices Architecture,"Python, Node.js, Microservices, Go, Java",5.0,2777,"Expert in server-side development, databases, and API integration to support frontend applications.","Davis, Navarro and Jackson",Jones-Wilson,"4241 Teresa Parks
Lake Nicholas, AR 88466","30010 Webb Circles
New Elaineberg, NC 19800"
Sarah Cervantes,https://dummyimage.com/160x815,BSc in Cybersecurity,29,Cybersecurity Expert,Mckinney-Jacobs,Threat Intelligence,"Network Security, Incident Response, Ethical Hacking, Cryptography, Security Information and Event Management (SIEM)",2.8,2778,"Specialist in protecting systems, networks, and data from cyber threats and vulnerabilities.","Rice, Harper and Allen","Green, Howard and Cox","17788 Henry Throughway Apt. 206
Mayerview, HI 13609","07244 Alyssa Avenue
Port Jordan, MI 11181"
Crystal Sawyer,https://placekitten.com/58/620,BSc in Data Science,16,Data Scientist,York-Lowery,Machine Learning,"Big Data, Statistics, SQL, Data Mining, Natural Language Processing",2.4,2779,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Smith-Murphy,Thomas-Brown,"73866 Bender Key
Claytonville, DC 92641","71535 Cynthia Village
Alvaradoshire, VI 81953"
Angel Mccullough,https://picsum.photos/434/51,MSc in Computer Science,24,Principal Mobile App Developer,Guerra Ltd,iOS Development,"iOS Development, Kotlin, Android Development, Swift, Flutter",2.2,2780,No description available,Marsh-Ward,Brown-Serrano,"758 Matthew Coves
Haynesside, PW 81179","71690 Chaney Lakes
Brianmouth, SC 11571"
Anna Stein,https://placekitten.com/24/131,PhD in Data Science,34,Senior Data Scientist,Green PLC,Predictive Analytics,"Machine Learning, SQL, Natural Language Processing, R, Big Data",4.9,2781,No description available,"Schroeder, Finley and Nelson",Shannon-Thompson,"53725 Hannah Alley Apt. 697
Davidmouth, RI 11710","24578 Williams Club
Daviesport, NM 36144"
Dr. Deborah Bradford DDS,https://dummyimage.com/384x810,BSc in Computer Science,15,Lead Software Developer,Stephens Inc,Cloud Computing,"Debugging, Java, Python, C++, Database Management",1.5,2782,No description available,Walker PLC,Ferguson-Gonzalez,"502 Katrina Via
West Kaitlyn, FM 57712","8963 Larson Locks Suite 152
Ramirezside, IN 09201"
William Herrera,https://dummyimage.com/691x870,BSc in Business Administration,18,Senior Product Manager,"Kirby, Campbell and Medina",User Experience,"Agile, User Experience, Project Management, Market Research, Scrum",1.0,2783,No description available,Fitzgerald Ltd,Harrison-Maxwell,"50459 Christine Inlet
Port Williammouth, DC 41511","USCGC Moore
FPO AA 89495"
Andrew Stuart,https://dummyimage.com/104x56,BSc in Computer Science,17,Senior Mobile App Developer,Hudson Ltd,Mobile App Development,"React Native, Java, Swift, Mobile UI Design, Kotlin",3.1,2784,No description available,"Rhodes, Michael and Gardner",Williamson-Roberts,"02887 Cobb Road
New Christopherton, MN 53160","844 King Inlet
Gordontown, AS 87717"
Linda Hatfield,https://dummyimage.com/319x562,MSc in Network Engineering,29,Principal Network Engineer,Bailey-Dougherty,Network Security,"Cisco, Firewall Configuration, Network Troubleshooting, VPN, TCP/IP",2.2,2785,No description available,"Smith, Martinez and Guerrero",Mayer Group,"3551 John Wall
Lake Christopherburgh, KS 21034","4099 Amanda Manor
Sabrinaside, ME 18913"
Heather Douglas,https://placekitten.com/431/515,BSc in Computer Science,8,Principal Software Engineer,"Patel, Gonzalez and Ayers",System Design,"C++, Python, Database Management, Agile Methodologies, API Development",3.9,2786,No description available,Aguilar Group,Hall and Sons,"6875 Marcus Plaza Suite 680
Lake Lisa, LA 90867","102 Sanchez Lodge
Kristenfurt, MO 31665"
Joseph Fitzgerald,https://placekitten.com/914/14,BSc in Information Technology,2,Senior Frontend Developer,Thornton Group,Responsive Design,"CSS, Angular, HTML, TypeScript, UI/UX Design",1.8,2787,No description available,Ellis-Dodson,"Munoz, Wells and Frank","42668 Trujillo Stream Suite 291
Parksfurt, OH 28515","75884 Isabel Crossroad Suite 518
Hannahmouth, MH 51824"
Jennifer Molina,https://dummyimage.com/387x653,PhD in Artificial Intelligence,24,AI Researcher,"Shah, Moyer and Sutton",Natural Language Processing,"TensorFlow, Computer Vision, Algorithm Development, Natural Language Processing, Deep Learning",3.7,2788,Dedicated to advancing artificial intelligence through research and development in machine learning and deep learning.,"Henderson, Christensen and Marsh","Greene, Cunningham and Adams","946 Mark Spring Suite 802
Port Ronaldview, IL 40678","1907 Mahoney Turnpike
Greenmouth, MP 25229"
Christine Parsons,https://picsum.photos/345/564,MBA,37,Principal Product Manager,Arellano-Graham,Agile Development,"Scrum, Market Research, Stakeholder Management, Product Lifecycle Management, Project Management",3.7,2789,No description available,"Smith, Smith and Thomas",Petersen PLC,"533 Ashley Wall
Mitchellview, WA 52582","47211 Mark Valley
Davischester, IA 70522"
Adam Mcclain,https://picsum.photos/850/992,BSc in Computer Science,28,Frontend Developer,"Chang, Miller and Durham",Responsive Design,"UI/UX Design, React, HTML, Responsive Design, TypeScript",4.5,2790,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Stanley-Landry,"Gould, Browning and Porter","790 Jennifer Mountains
North Danielstad, NV 36763","5412 Edward Circle Suite 253
Lake Timothymouth, GU 03488"
Candice Tate,https://picsum.photos/626/919,BSc in Information Technology,7,Principal Frontend Developer,"Strong, Johnson and Clark",Web Development,"React, Responsive Design, Vue.js, JavaScript, HTML",3.9,2791,No description available,Beard and Sons,Kelly PLC,"598 Davis Glen Apt. 131
Matthewfort, TN 57571","USS Russell
FPO AP 50465"
Jason Green DDS,https://placekitten.com/73/42,BSc in Computer Science,2,Full Stack Developer,"Strong, Barry and Bowers",Frontend and Backend Integration,"CSS, JavaScript, HTML, React, SQL",4.2,2792,"Versatile developer with expertise in both frontend and backend development, capable of building complete web applications.",Delacruz-Goodman,"Miles, Day and Boyd","USS Cooper
FPO AP 54228","6216 Kramer Plains Suite 271
Kathleenstad, NJ 46648"
Daniel Wright,https://dummyimage.com/234x923,BSc in Information Systems,23,Principal Systems Analyst,Brown-Robinson,Systems Analysis,"System Integration, Database Management, Technical Documentation, System Analysis, Process Improvement",1.4,2793,No description available,"Smith, Bennett and Johnson",Berry-Casey,"63060 Carter Way
Adrianafort, WA 60278","8918 Isaiah Plaza
North Thomasmouth, OR 45470"
Kelly Marquez,https://dummyimage.com/676x206,BSc in Computer Science,22,Blockchain Developer,Mccarthy Group,Blockchain Technology,"Bitcoin, Blockchain Development, Hyperledger, Cryptography, Consensus Algorithms",3.5,2794,"Experienced in developing and implementing blockchain solutions, including smart contracts and decentralized applications.",Jones LLC,Charles-Moore,"7601 Kimberly Manor
Allenbury, MO 99333","338 Cruz Glen
Garciahaven, ID 35638"
Tyler Watson,https://picsum.photos/544/474,PhD in Data Science,19,Data Scientist,"Aguilar, Garcia and Lopez",Data Science,"Machine Learning, Data Mining, Python, Big Data, Statistics",4.1,2795,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Mccoy-Vang,Murphy-Flores,"834 Patricia Lane
Vazquezport, ME 42470","0420 Miranda Vista
Colemanmouth, AZ 09844"
Brian Wise,https://dummyimage.com/813x494,BSc in Network Engineering,40,Principal Network Engineer,"Griffin, Harris and Donaldson",Network Administration,"Network Troubleshooting, Cisco, Network Design, Network Security, Wireless Networking",1.9,2796,No description available,"Proctor, Turner and Valencia","Reynolds, Underwood and Hendricks","84393 Todd Course
Adamshaven, DE 99419","USNV Fernandez
FPO AE 98837"
Thomas Moore,https://picsum.photos/578/522,MSc in Computer Science,21,Senior Product Manager,"Thompson, Perez and Scott",User Experience,"Agile, Product Roadmap, Stakeholder Management, User Experience, Product Lifecycle Management",1.8,2797,No description available,Jenkins Ltd,"Mckay, Dominguez and Barrett","14602 Williamson Brooks
Aaronhaven, FM 52962","Unit 4492 Box 0713
DPO AP 04847"
Mackenzie Hawkins,https://placekitten.com/305/622,BSc in Cybersecurity,31,Senior Cybersecurity Analyst,Parks PLC,Incident Response,"Ethical Hacking, Cryptography, Vulnerability Assessment, Incident Response, Firewall Management",4.7,2798,No description available,Cook PLC,Mitchell-Landry,"9205 Case Plaza Suite 473
Patriciafort, CA 95905","12785 Lucas Avenue Apt. 777
South Caitlynside, PR 39572"
Rachel Jackson,https://dummyimage.com/1007x292,BSc in Data Engineering,20,Senior Data Engineer,Simmons-Harrison,Data Engineering,"Hadoop, SQL, Data Pipeline Development, Big Data, Data Warehousing",3.7,2799,No description available,Gregory Inc,"Velez, Rice and Bright","6660 Smith Skyway
South Aliciachester, VA 01153","346 Joshua Flats
North Nicole, NC 22026"
Sarah Johnson,https://picsum.photos/936/941,MSc in Computer Science,6,Mobile App Developer,"Simmons, Sanders and Mcneil",Mobile App Development,"Flutter, Mobile UI Design, Android Development, React Native, Kotlin",4.5,2800,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.","Weber, Dennis and Parker","Griffin, Salinas and Glover","4353 Turner Valley Suite 097
Davisfort, MT 99456","864 Page Camp
Port Tonymouth, IL 90717"
Rebecca Brown,https://dummyimage.com/153x243,MSc in Computer Science,37,Full Stack Developer,Smith and Sons,API Development,"REST APIs, Angular, HTML, SQL, JavaScript",4.5,2801,"Versatile developer with expertise in both frontend and backend development, capable of building complete web applications.",Hawkins Inc,Hayes Inc,"20197 John Drive Suite 790
Port Stephanie, OK 61642","462 Gonzalez Inlet
West Johnbury, DE 76132"
Douglas Graves II,https://placekitten.com/273/655,MSc in Cybersecurity,36,Principal Cybersecurity Specialist,Hawkins-Howard,Network Security,"Firewall Management, Cryptography, Security Information and Event Management (SIEM), Ethical Hacking, Network Security",3.3,2802,No description available,Young-Stone,Hall PLC,"6751 Black Meadows Apt. 786
Williamhaven, SD 02684","504 Marquez Gardens Suite 406
New Stephenview, PW 09753"
Alexis Palmer,https://picsum.photos/314/66,MSc in Information Systems,30,Systems Analyst,Jones-Fox,System Integration,"UML, Technical Documentation, Database Management, System Integration, Requirements Gathering",2.8,2803,Experienced in analyzing and improving system processes to enhance business operations.,"Moore, Mills and Myers","Hurley, Thomas and Davila","50630 Ashley Mews
Munozfort, HI 38778","1829 Martinez Glen
East Susan, AL 38889"
Mrs. Elaine Jones,https://picsum.photos/365/396,BSc in Network Engineering,11,Network Engineer,Short Ltd,Network Administration,"Network Security, Cisco, Network Troubleshooting, Firewall Configuration, Wireless Networking",2.2,2804,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.",Brown-Hatfield,"Lopez, Gallagher and Martinez","4040 Alicia Freeway Apt. 664
Lake Robertshire, IL 39422","610 Ochoa Drives Suite 714
Fletcherville, ME 41960"
Ashlee Elliott,https://dummyimage.com/341x857,BSc in Computer Science,39,Full Stack Developer,Buckley Inc,Web Development,"SQL, HTML, Full Stack Development, Angular, CSS",3.5,2805,"Versatile developer with expertise in both frontend and backend development, capable of building complete web applications.",Padilla PLC,Hogan-Rice,"99158 Thomas Gateway
Port David, VT 04198","82369 Gabriel Pines
Randallburgh, ND 77036"
Lauren Hudson,https://picsum.photos/362/822,MSc in Information Technology,26,DevOps Engineer,Williams PLC,Cloud Computing,"Linux, Ansible, CI/CD, Azure, Docker",3.2,2806,"Expert in automation, continuous integration, and efficient deployment processes.",Williams-Garza,"Hamilton, Nielsen and Rivers","47202 Lisa Prairie
South Jeff, AZ 87383","001 Tom Fork Suite 868
Lake Timothy, CO 02399"
Ryan Jimenez,https://picsum.photos/946/343,MSc in Computer Science,28,Mobile App Developer,Saunders-Obrien,iOS Development,"Cross-Platform Development, Flutter, Mobile UI Design, iOS Development, Kotlin",4.7,2807,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.",Graham PLC,Patterson PLC,"482 Christopher Land Suite 559
Carrieborough, AZ 05525","392 Schneider Villages Apt. 597
West Raymond, OR 72083"
Teresa King,https://picsum.photos/439/83,BSc in Cybersecurity,22,Principal Cybersecurity Specialist,"Roman, Parker and Savage",Threat Intelligence,"Security Information and Event Management (SIEM), Penetration Testing, Ethical Hacking, Network Security, Vulnerability Assessment",1.7,2808,No description available,"Walker, Stewart and Olson",Tucker-Fernandez,"376 Ricardo Islands Apt. 192
Johnsonburgh, VA 08267","847 Matthew Grove
Nicholastown, MT 90698"
Anthony Scott,https://dummyimage.com/502x626,BSc in Computer Science,15,Principal Backend Developer,"Gonzalez, Hansen and White",API Development,"Microservices, REST APIs, Python, NoSQL Databases, Node.js",1.4,2809,No description available,Aguirre-Cross,Moore-Robinson,"72489 Joshua Mountains Apt. 044
New Edward, MD 99349","1218 Debbie Estate Suite 775
Port Nathanielmouth, NJ 60389"
Sara Ponce,https://dummyimage.com/513x74,BSc in Computer Science,25,Principal Mobile App Developer,"Miller, Black and Armstrong",iOS Development,"Kotlin, Java, Swift, Flutter, Cross-Platform Development",2.8,2810,No description available,"Wright, Daniels and Reed","Boone, Norman and Lopez","239 Moore Port
East Jenniferfurt, NE 67810","4141 Jennifer Estates
Wendymouth, PR 01033"
Eric Pierce,https://picsum.photos/426/950,MSc in Network Engineering,11,Principal Network Engineer,Brennan-English,Network Administration,"Wireless Networking, LAN/WAN, Network Troubleshooting, Network Security, Cisco",3.5,2811,No description available,Wheeler and Sons,"Norton, George and Moreno","854 James Plains
East Ricky, SC 98521","1099 Salazar Neck Apt. 794
Schwartzmouth, MO 51060"
Brooke Chandler,https://picsum.photos/465/168,BSc in Data Science,34,Principal Data Scientist,Fritz LLC,Data Science,"Statistics, Big Data, R, Python, Natural Language Processing",4.6,2812,No description available,"Bryan, Williamson and Case","Donaldson, Maldonado and Thompson","PSC 7361, Box 8055
APO AA 37219","9380 Michael Square
Tracyborough, CA 18851"
Meredith Marshall,https://dummyimage.com/537x507,PhD in Data Science,21,Principal Data Scientist,Lewis-Moreno,Predictive Analytics,"SQL, Big Data, Machine Learning, R, Natural Language Processing",3.5,2813,No description available,Romero Ltd,"Martinez, King and Johnson","11444 Nicole Locks Apt. 893
Rachelstad, SC 29545","79072 Webster Rapids Suite 742
North David, MP 43712"
Jessica Hernandez,https://placekitten.com/543/686,BSc in Computer Science,30,Senior Blockchain Engineer,King-Morgan,Blockchain Technology,"Distributed Systems, Ethereum, Solidity, Bitcoin, Smart Contracts",2.5,2814,No description available,"Luna, Contreras and Obrien",Vega-Garcia,"5599 Kaitlyn Green Suite 452
Williamstown, UT 62546","01257 Morris Circle
Port Robert, MH 30733"
Kaitlin Johnson,https://dummyimage.com/49x313,BSc in Network Engineering,36,Network Engineer,Davis-Brady,Network Design,"TCP/IP, Firewall Configuration, Network Security, Wireless Networking, Cisco",4.5,2815,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.","Moore, Vargas and Patterson",Chavez and Sons,"PSC 0570, Box 1359
APO AA 72053","89858 Perez Wells
New Donaldborough, KS 74173"
Russell Clark,https://dummyimage.com/706x270,MBA,39,Product Manager,Mitchell Ltd,Agile Development,"Product Roadmap, Market Research, Stakeholder Management, Product Lifecycle Management, Project Management",4.8,2816,"Responsible for defining product vision, strategy, and roadmap to deliver value to customers and stakeholders.","Wilkerson, Torres and Aguilar","Campos, Davis and Rivas","64365 Meyers Villages
North Joyce, MI 08852","674 Joseph Ferry
Port Jenniferton, MA 25319"
James Cook,https://placekitten.com/243/940,MSc in Network Engineering,17,Network Engineer,Murphy-Parker,Network Design,"VPN, Cisco, Network Troubleshooting, Network Design, LAN/WAN",1.6,2817,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.",Washington-Parrish,"Rose, Robertson and Alvarez","97863 Knight Centers Apt. 791
Michaelland, DE 98266","79471 Watkins Lakes Suite 215
Johnfurt, PW 44934"
David Kline,https://dummyimage.com/473x8,MSc in Cybersecurity,16,Principal Cybersecurity Specialist,Davis-Burnett,Threat Intelligence,"Vulnerability Assessment, Security Information and Event Management (SIEM), Firewall Management, Incident Response, Network Security",2.5,2818,No description available,Collins PLC,Morales PLC,"215 Joel Station
West Davidfurt, MP 60856","92965 Miller Fort Apt. 988
Sullivanburgh, WI 40035"
Brian Reynolds,https://picsum.photos/797/561,MSc in Computer Science,7,Principal Backend Developer,Collins LLC,Database Management,"Go, Node.js, Java, Backend Development, SQL",1.9,2819,No description available,"Benton, Perez and Hendrix",Brady PLC,"857 Kristie Squares
South Rachelstad, WY 03879","748 Deanna Harbors
Lake Erika, AR 97075"
Susan Floyd,https://placekitten.com/515/689,BSc in Network Engineering,27,Principal Network Engineer,Martinez Ltd,Network Design,"Network Security, Firewall Configuration, LAN/WAN, Wireless Networking, VPN",1.5,2820,No description available,Ramirez-Cooper,"Richards, Hardy and Garner","61005 Williams Lake
East Michael, PR 83445","69769 Anne Light
Brianview, WA 19946"
Paul Garcia,https://picsum.photos/758/745,BSc in Data Engineering,36,Data Engineer,Nelson-Butler,Data Engineering,"Python, SQL, Big Data, Data Pipeline Development, Database Management",1.0,2821,"Skilled in building and maintaining data pipelines, ensuring data integrity and availability for analysis.",Stewart Inc,"Williams, Fuller and Peterson","8100 Brandon Villages
Freemanmouth, DE 69765","33436 Wolfe Radial Apt. 468
West Kim, MT 23745"
Lynn Mason,https://dummyimage.com/646x604,BSc in Network Engineering,29,Principal Network Engineer,"Rowe, Morris and King",Network Design,"Network Troubleshooting, VPN, Network Design, TCP/IP, Network Security",3.2,2822,No description available,"Mccullough, Bennett and Nolan",Vaughan and Sons,"8652 Smith Spurs
North Melaniemouth, MH 53445","64647 King Mountains Suite 235
Ericaborough, GA 75182"
Derek Little,https://dummyimage.com/716x973,BSc in Computer Science,12,Lead Software Developer,Greene-Green,System Design,"Debugging, System Architecture, Database Management, API Development, Agile Methodologies",4.1,2823,No description available,Parker Inc,Roberts-Sandoval,"0221 David Field Apt. 080
Delacruztown, FM 31344","PSC 9872, Box 2128
APO AP 95196"
Kristi Rivera,https://picsum.photos/674/95,MSc in Data Science,22,Principal Data Scientist,Hudson-Cooper,Machine Learning,"Data Visualization, Big Data, Machine Learning, Statistics, R",4.2,2824,No description available,"Romero, Hernandez and Bradley",Stanley-Sweeney,"416 David Junctions Suite 138
West Markmouth, OK 27855","9636 Janice Ranch
West Tina, CA 29376"
Maria Sims,https://placekitten.com/371/168,MSc in Data Engineering,29,Principal Data Engineer,Fisher-Espinoza,ETL Processes,"Big Data, Data Warehousing, Python, SQL, Database Management",3.0,2825,No description available,Hall Inc,White-Kidd,"90634 Kimberly Lakes Suite 883
South Brandy, SC 68242","7104 Debra Neck Suite 932
Ashleyville, WY 22510"
Todd Martin,https://dummyimage.com/489x482,MSc in Information Technology,7,DevOps Engineer,"Garcia, Williams and Morgan",Infrastructure as Code,"CI/CD, Terraform, Kubernetes, Docker, Linux",1.9,2826,"Expert in automation, continuous integration, and efficient deployment processes.",Woodard-Oconnor,Bailey and Sons,"792 Fuentes Road
South Wayne, OR 22356","USS Hubbard
FPO AA 54835"
Heather Webb,https://placekitten.com/467/675,MSc in Computer Science,5,Backend Developer,Vasquez Group,API Development,"Node.js, NoSQL Databases, Go, REST APIs, Microservices",2.7,2827,"Expert in server-side development, databases, and API integration to support frontend applications.",Roberts PLC,Williams Ltd,"1924 Margaret Gardens
Matthewfurt, TN 18543","82011 Peterson Wall
Robinsonfurt, ID 28337"
Michelle Williams,https://dummyimage.com/272x692,BSc in Information Technology,21,Frontend Developer,Cox-Jenkins,Responsive Design,"JavaScript, UI/UX Design, HTML, Vue.js, Angular",4.6,2828,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Porter Group,Spears Inc,"52179 Joanna Motorway
North Danielfort, ME 18076","9974 White Lights Suite 518
Dianahaven, IA 34689"
Leslie Tucker,https://dummyimage.com/910x691,MSc in Information Technology,26,Senior DevOps Engineer,"Jackson, Mccoy and Wilson",Cloud Computing,"Terraform, Shell Scripting, Docker, Ansible, Kubernetes",3.3,2829,No description available,"Smith, James and Chapman","Huerta, Petersen and Kelley","1058 Wong Alley Apt. 507
Lake Wayneview, RI 46931","258 Larry Crescent Apt. 332
Hollowayland, WV 78045"
Julie Harding,https://placekitten.com/695/702,MSc in Information Systems,25,Senior Systems Analyst,Young-Richmond,System Integration,"Requirements Gathering, Database Management, System Analysis, Process Improvement, Technical Documentation",2.1,2830,No description available,Johnston LLC,Warren Ltd,"USNS Brown
FPO AA 60298","9691 Kathleen Alley
Bryanstad, MN 58860"
Darren Fowler,https://picsum.photos/565/907,MSc in Data Engineering,27,Senior Data Engineer,Price Group,Data Engineering,"Big Data, Data Pipeline Development, Apache Spark, ETL, Database Management",2.4,2831,No description available,Clark-Silva,"Ramos, Green and Allen","2573 Watson Locks Suite 707
Priceside, OH 84400","70982 Clark Roads Suite 132
West David, OK 48722"
Sarah Snyder,https://dummyimage.com/813x174,PhD in Computer Science,2,Lead Software Developer,Duncan Ltd,Cloud Computing,"System Architecture, Database Management, C++, Agile Methodologies, API Development",4.8,2832,No description available,"Sosa, Dunn and Fleming",Williams PLC,"8598 John Mission
Christensenmouth, VT 69500","875 Thomas Spurs Suite 898
Debraberg, PA 50695"
Justin Hernandez,https://picsum.photos/869/654,MSc in Cybersecurity,19,Senior Cybersecurity Analyst,Gonzalez LLC,Threat Intelligence,"Network Security, Firewall Management, Vulnerability Assessment, Cryptography, Security Information and Event Management (SIEM)",3.8,2833,No description available,Taylor Inc,Roberts Group,"609 Michael Hollow Apt. 276
North Karlaberg, RI 78640","5544 Jones Shoals Suite 546
Robinsontown, PW 48686"
Joshua Watson,https://picsum.photos/924/764,PhD in Artificial Intelligence,13,Principal AI Researcher,Davis Group,Deep Learning,"TensorFlow, Algorithm Development, Reinforcement Learning, Deep Learning, Python",1.5,2834,No description available,Green-Hartman,"Cruz, Dawson and Reid","9917 Danielle Course Suite 508
South Angela, CA 30966","4852 Mary Walk
North Daniel, WY 11833"
Nathan Schultz,https://dummyimage.com/94x977,PhD in Computer Science,28,Principal AI Researcher,Schwartz-Conley,Natural Language Processing,"Natural Language Processing, Reinforcement Learning, Algorithm Development, Computer Vision, TensorFlow",4.3,2835,No description available,Davis-Davis,"Floyd, Alexander and Smith","PSC 6484, Box 1344
APO AE 41107","58177 Walker Rest
Georgehaven, MP 89881"
Autumn Moore,https://picsum.photos/297/603,BSc in Data Engineering,37,Senior Data Engineer,Beasley PLC,Data Pipeline Development,"Database Management, Hadoop, Data Warehousing, Big Data, Apache Spark",3.0,2836,No description available,Tran Inc,"Smith, Waller and Sutton","51475 Gray Crossroad
Port Justin, TN 16315","PSC 2457, Box 9390
APO AP 22847"
Nicholas Reynolds,https://dummyimage.com/198x593,MSc in Information Technology,22,Senior DevOps Engineer,Jennings Ltd,Infrastructure as Code,"Azure, Shell Scripting, CI/CD, Terraform, Kubernetes",2.4,2837,No description available,Watkins-Smith,Rocha and Sons,"2126 Murphy Gateway
West Josechester, IL 86904","USCGC Evans
FPO AP 04268"
Linda Watkins,https://picsum.photos/839/1015,BSc in Computer Science,16,Principal Full Stack Developer,"Carter, Gardner and Smith",API Development,"SQL, CSS, Node.js, Angular, React",3.1,2838,No description available,Wright-Gomez,Mckay-Jackson,"464 Evans Trail
West David, IN 40219","Unit 9064 Box 1135
DPO AP 31275"
Gail West,https://picsum.photos/273/290,MSc in Computer Science,8,Senior Mobile App Developer,Johnson-Vasquez,Mobile App Development,"React Native, iOS Development, Mobile UI Design, Flutter, Kotlin",3.5,2839,No description available,Short Ltd,"Middleton, George and Robinson","799 Elizabeth Trafficway
Cervantesborough, MD 99092","54762 Perez Mews Suite 640
New Markmouth, AZ 57473"
John Peters,https://dummyimage.com/135x275,BSc in Computer Science,34,Senior Mobile App Developer,Walker Inc,iOS Development,"Cross-Platform Development, Flutter, React Native, Android Development, Java",4.2,2840,No description available,Taylor-Gibson,"Rodriguez, Hammond and Crawford","15313 Robles Mountain Suite 981
West Patrick, GA 60319","65670 Alice Keys Apt. 673
Mistyborough, AZ 72612"
James Ramirez,https://placekitten.com/451/613,BSc in Data Engineering,17,Senior Data Engineer,"Watson, Reilly and Barton",Big Data,"SQL, Data Warehousing, Database Management, Data Pipeline Development, Python",1.1,2841,No description available,"Johnson, Davidson and Powell",Pruitt-Rios,"529 Benjamin Highway Apt. 200
Christopherville, ID 09070","799 Michele Mills Apt. 145
Monicabury, DC 02823"
Michael Christensen,https://placekitten.com/4/180,BSc in Computer Science,28,Backend Developer,Thompson-Reid,API Development,"SQL, NoSQL Databases, Python, Microservices, Backend Development",4.1,2842,"Expert in server-side development, databases, and API integration to support frontend applications.",Sheppard-Hanson,"Schultz, Thompson and Jones","962 Nicole Meadows
Port Gina, NV 36316","561 John Crescent
North Michaelville, FM 68599"
Stephanie West,https://picsum.photos/926/706,MSc in Data Engineering,14,Principal Data Engineer,Dixon-Bush,Big Data,"Big Data, Data Warehousing, Database Management, ETL, Apache Spark",4.6,2843,No description available,Todd-Maldonado,"Davis, Crane and Davidson","77730 Stewart Inlet Apt. 296
New Chadport, MN 85476","1879 Austin Rapid
East Christopher, GU 48746"
